"Region","Season","Habitat","Site","Family","Predator Species","TL","Prey Item Species","Prey item","Number","Condition Index","Volume","Percent Content","Prey Item Trophic Level","Notes"
"Upper","Summer","Reef",2,"Ariidae","Arius felis",214,"Neopanope texana","Neopanope texana",2,"I",0.4,18.6046511628,2.375,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",233,"Neopanope texana","Neopanope texana",6,"I",0.7,45.1612903226,2.375,
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",427,"Neopanope texana","Neopanope texana",1,"I",0.3,3.9473684211,2.375,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",204,"Neopanope texana","Neopanope texana",1,"III",0.08,6.25,2.375,
"Upper","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Actinopterygii spp.","Otolith",2,"III",0.02,3.8314176245,3.24,
"Lower","Fall","Reef",1,"Ariidae","Bagre marinus",496,"Actinopterygii spp.","Otolith",2,"III",0.04,0.6622516556,3.24,
"Lower","Fall","Reef",2,"Ariidae","Bagre marinus",540,"Actinopterygii spp.","Otolith",2,"III",0.2,0.3169320973,3.24,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",443,"Actinopterygii spp.","Otolith",2,"III",0.02,1.9607843137,3.24,
"Lower","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",243,"Actinopterygii spp.","Otolith",2,"III",0.05,3.6469730124,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",459,"Actinopterygii spp.","Otolith",1,"III",0.02,0.5347593583,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",533,"Actinopterygii spp.","Otolith",6,"III",0.1,6.4516129032,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",545,"Actinopterygii spp.","Otolith",1,"III",0.2,1.6326530612,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",591,"Actinopterygii spp.","Otolith",8,"III",0.3,0.8615738082,3.24,
"Upper","Spring","Non-Veg ",2,"Ariidae","Bagre marinus",460,"Actinopterygii spp.","Otolith",1,"III",0.03,2.2556390977,3.24,
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",523,"Actinopterygii spp.","Otolith",3,"III",0.04,0.3766478343,3.24,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",574,"Actinopterygii spp.","Otolith",1,"III",0.08,7.4074074074,3.24,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",252,"Actinopterygii spp.","Otolith",2,"III",0.001,0.1426533524,3.24,
"Upper","Summer","Reef",1,"Ariidae","Bagre marinus",502,"Actinopterygii spp.","Otolith",1,"III",0.001,0.0138293459,3.24,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",460,"Actinopterygii spp.","Otolith",2,"III",0.1,0.8130081301,3.24,
"Lower","Summer","Reef",1,"Sphyrnidae","Sphyrna tiburo",605,"Actinopterygii spp.","Otolith",1,"III",0.05,0.1669449082,3.24,
"Upper","Summer","Non-Veg ",2,"Ariidae","Arius felis",274,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.05,10,0,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",222,"Crassostrea virginica ","Oyster shell hash",2,"IV",0.1,4.6296296296,0,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",233,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.05,3.2258064516,0,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",238,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.05,4.347826087,0,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",228,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.08,3.2258064516,0,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",175,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.005,4.1666666667,0,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",176,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.05,7.6923076923,0,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",600,"Crassostrea virginica ","Oyster shell hash",1,"IV",0.1,0.4319654428,0,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Palaemonetes vulgaris","Palaemonetes vulgaris",2,"I",0.4,34.7523892268,2.59,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",222,"Palaemonetes vulgaris","Palaemonetes vulgaris",1,"I",0.1,4.6296296296,2.59,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",196,"Palaemonetes vulgaris","Palaemonetes vulgaris",2,"I",0.25,19.6850393701,2.59,
"Upper","Winter","Non-Veg ",1,"Sciaenidae","Bairdiella chrysoura",171,"Palaemonetes vulgaris","Palaemonetes vulgaris",1,"I",0.3,60,2.59,
"Lower","Summer","Marsh",1,"Sciaenidae","Cynoscion nebulosus",293,"Palaemonetes vulgaris","Palaemonetes vulgaris",2,"I",0.2,50,2.59,
"Lower","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",262,"Palaemonetes vulgaris","Palaemonetes vulgaris",1,"II",0.2,23.5294117647,2.59,
"Upper","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",215,"Palaemonetes vulgaris","Palaemonetes vulgaris",1,"I",0.05,50,2.59,
"Lower","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",355,"Palaemonetes vulgaris","Palaemonetes vulgaris",2,"I",0.2,3.5523978686,2.59,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Parasite","Parasite",2,"I",0.001,0.0868809731,0,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",214,"Parasite","Parasite",2,"I",0.001,0.0766283525,0,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",276,"Parasite","Parasite",10,"I",0.02,0.2975747657,0,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",297,"Parasite","Parasite",8,"I",0.008,0.4417448923,0,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",200,"Parasite","Parasite",1,"I",0.001,0.0587544066,0,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",239,"Parasite","Parasite",5,"I",0.002,0.2487562189,0,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",283,"Parasite","Parasite",1,"I",0.001,0.0831946755,0,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",294,"Parasite","Parasite",25,"I",0.02,0.6846970216,0,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",365,"Parasite","Parasite",11,"I",0.02,0.1232437762,0,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",278,"Parasite","Parasite",1,"I",0.01,0.2732240437,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",404,"Parasite","Parasite",1,"I",0.001,0.9900990099,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",524,"Parasite","Parasite",1,"I",0.02,0.1996007984,0,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",531,"Parasite","Parasite",3,"I",0.01,1.0416666667,0,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",440,"Parasite","Parasite",1,"I",0.02,0.8583690987,0,
"Lower","Summer","Reef",2,"Ariidae","Bagre marinus",570,"Parasite","Parasite",1,"I",0.1,0.539083558,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",533,"Parasite","Parasite",1,"I",0.05,3.2258064516,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",545,"Parasite","Parasite",2,"I",0.05,0.4081632653,0,
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",564,"Parasite","Parasite",5,"I",0.05,0.9708737864,0,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",515,"Parasite","Parasite",1,"I",0.02,0.4975124378,0,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",340,"Parasite","Parasite",1,"I",0.05,2.6041666667,0,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",600,"Parasite","Parasite",1,"I",0.05,0.2159827214,0,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",629,"Parasite","Parasite",1,"I",0.1,0.3430531732,0,
"Lower","Summer","Reef",1,"Sphyrnidae","Sphyrna tiburo",605,"Parasite","Parasite",1,"I",0.05,0.1669449082,0,
"Lower","Summer","Reef",2,"Sphyrnidae","Sphyrna tiburo",652,"Parasite","Parasite",1,"I",0.15,0.5424954792,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",176,"Pectinariidae spp.","Pectinariidae ",1,"II",0.02,6.6666666667,2.2666,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",205,"Pectinariidae spp.","Pectinariidae ",2,"III",0.001,1.4084507042,2.2666,
"Lower","Spring","Non-Veg ",2,"Ariidae","Arius felis",380,"Pectinariidae spp.","Pectinariidae ",1,"I",0.05,2.5641025641,2.2666,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",276,"Pectinariidae spp.","Pectinariidae ",1,"III",0.001,0.0148787383,2.2666,
"Lower","Spring","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",230,"Pectinariidae spp.","Pectinariidae ",1,"III",0.008,7.4074074074,2.2666,
"Lower","Fall","Reef",1,"Ariidae","Bagre marinus",496,"Peneaidae spp.","Penaeid shrimp",1,"II",0.6,9.9337748344,2.6175,
"Lower","Fall","Reef",1,"Ariidae","Bagre marinus",546,"Peneaidae spp.","Penaeid shrimp",3,"II",4,75.7575757576,2.6175,
"Upper","Fall","Reef",1,"Ariidae","Bagre marinus",506,"Peneaidae spp.","Penaeid shrimp",1,"II",0.05,0.8196721311,2.6175,
"Upper","Spring","Non-Veg ",2,"Ariidae","Bagre marinus",445,"Peneaidae spp.","Penaeid shrimp",1,"II",0.8,66.6666666667,2.6175,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",182,"Peneaidae spp.","Penaeid shrimp",2,"I",0.8,94.1176470588,2.6175,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",196,"Peneaidae spp.","Penaeid shrimp",4,"I",1,78.7401574803,2.6175,
"Upper","Spring","Reef",2,"Sciaenidae","Bairdiella chrysoura",174,"Peneaidae spp.","Penaeid shrimp",1,"I",0.7,100,2.6175,
"Lower","Summer","Marsh",1,"Carangidae ","Caranx hippos",141,"Peneaidae spp.","Penaeid shrimp",3,"I",0.5,50,2.6175,
"Lower","Summer","Reef",1,"Carangidae ","Caranx hippos",175,"Peneaidae spp.","Penaeid shrimp",1,"I",0.6,34.2857142857,2.6175,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Cynoscion arenarius",371,"Peneaidae spp.","Penaeid shrimp",1,"II",0.4,100,2.6175,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion arenarius",287,"Peneaidae spp.","Penaeid shrimp",2,"I",0.6,100,2.6175,
"Upper","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",238,"Peneaidae spp.","Penaeid shrimp",1,"I",0.05,50,2.6175,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion nebulosus",296,"Peneaidae spp.","Penaeid shrimp",1,"II",0.05,4,2.6175,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion nebulosus",231,"Peneaidae spp.","Penaeid shrimp",4,"II",1.5,78.9473684211,2.6175,
"Upper","Fall","Marsh",1,"Sciaenidae","Cynoscion nebulosus",265,"Peneaidae spp.","Penaeid shrimp",1,"I",0.4,100,2.6175,
"Upper","Summer","Marsh",2,"Sciaenidae","Cynoscion nebulosus",258,"Peneaidae spp.","Penaeid shrimp",7,"II",0.4,23.5294117647,2.6175,
"Upper","Summer","Marsh",2,"Sciaenidae","Cynoscion nebulosus",261,"Peneaidae spp.","Penaeid shrimp",1,"I",0.15,31.914893617,2.6175,
"Lower","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",236,"Peneaidae spp.","Penaeid shrimp",3,"I",6.5,100,2.6175,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",201,"Peneaidae spp.","Penaeid shrimp",1,"I",0.2,10.5263157895,2.6175,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",215,"Peneaidae spp.","Penaeid shrimp",1,"I",0.65,61.9047619048,2.6175,
"Upper","Fall","Reef",1,"Sciaenidae","Menticirrhus littoralis",239,"Peneaidae spp.","Penaeid shrimp",2,"II",0.1,7.6923076923,2.6175,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",174,"Peneaidae spp.","Penaeid shrimp",1,"I",0.6,66.6666666667,2.6175,
"Upper","Summer","Marsh",1,"Polynemidae","Polydactylus octonemus",203,"Peneaidae spp.","Penaeid shrimp",3,"I",0.5,92.5925925926,2.6175,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",214,"Petrolithes armatus","Petrolithes armatus",2,"I",0.15,6.976744186,2.375,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",214,"Actinopterygii spp.","Pharangeal tooth",1,"III",0.05,4.2735042735,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Polycheate spp.","Polycheate",1,"II",0.03,5.3003533569,2.25,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Polycheate spp.","Polycheate",1,"II",0.04,10.8108108108,2.25,
"Lower","Spring","Reef",2,"Ariidae","Arius felis",357,"Polycheate spp.","Polycheate",1,"II",0.04,11.7647058824,2.25,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",209,"Polycheate spp.","Polycheate",2,"II",0.2,16.6666666667,2.25,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",230,"Polycheate spp.","Polycheate",1,"II",0.1,33.3333333333,2.25,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",273,"Polycheate spp.","Polycheate",2,"II",0.5,19.2307692308,2.25,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",197,"Polycheate spp.","Polycheate",1,"II",0.05,7.6923076923,2.25,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",200,"Polycheate spp.","Polycheate",1,"II",0.08,16.6666666667,2.25,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",201,"Polycheate spp.","Polycheate",1,"II",0.5,26.3157894737,2.25,
"Upper","Spring","Reef",1,"Sciaenidae","Menticirrhus littoralis",270,"Polycheate spp.","Polycheate",1,"I",0.5,16.2337662338,2.25,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",174,"Polycheate spp.","Polycheate",1,"I",0.2,22.2222222222,2.25,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",370,"Polycheate spp.","Polycheate",1,"II",0.05,9.7847358121,2.25,
"Upper","Fall","Non-Veg ",2,"Ariidae","Arius felis",165,"Polycheate spp.","Polycheate tube",2,"II",0.005,3.2258064516,2.25,
"Lower","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",355,"Polycheate spp.","Polycheate tube",1,"II",0.05,0.8880994671,2.25,
"Lower","Fall","Reef",2,"Ariidae","Bagre marinus",540,,"Red string",1,"IV",0.005,0.0079233024,0,
"Lower","Fall","Marsh",1,"Sparidae","Archosargus probatocephalus",379,"Rhodophyceae spp.","Rhodophyta",1,"IV",12.5,98.4251968504,1,
"Lower","Fall","Marsh",1,"Sparidae","Archosargus probatocephalus",402,"Rhodophyceae spp.","Rhodophyta",1,"IV",0.5,98.04,1,
"Lower","Fall","Marsh",2,"Sparidae","Archosargus probatocephalus",235,"Rhodophyceae spp.","Rhodophyta",1,"IV",4,50,1,
"Upper","Fall","Reef",1,"Polynemidae","Polydactylus octonemus",192,"Detritus","Sandy detritus",1,"IV",0.05,100,1,
"Upper","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",180,"Detritus","Sandy detritus",1,"IV",0.001,100,1,
"Upper","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",193,"Detritus","Sandy detritus",1,"IV",0.001,100,1,
"Upper","Spring","Marsh",2,"Dasyatidae","Dasyatis sabina",137,"Sargassum natans ","Sargassum natans air bladder",1,"IV",0.01,0.4716981132,1,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",231,"Sergestidae spp.","Sergestidae",2,"I",0.1,47.619047619,2.41,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",176,"Shell Hash","Shell Hash",1,"IV",0.1,33.3333333333,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",212,"Shell Hash","Shell Hash",1,"IV",0.02,1.5037593985,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Shell Hash","Shell Hash",1,"IV",0.01,1.7667844523,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",227,"Shell Hash","Shell Hash",1,"IV",0.04,9.756097561,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",227,"Shell Hash","Shell Hash",1,"IV",0.03,16.4835164835,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Shell Hash","Shell Hash",1,"IV",0.04,10.8108108108,0,
"Lower","Spring","Non-Veg ",2,"Ariidae","Arius felis",326,"Shell Hash","Shell Hash",1,"IV",0.05,4.347826087,0,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",239,"Shell Hash","Shell Hash",1,"IV",0.05,21.7391304348,0,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",240,"Shell Hash","Shell Hash",1,"IV",0.07,41.1764705882,0,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",240,"Shell Hash","Shell Hash",1,"IV",0.04,4.7058823529,0,
"Lower","Summer","Marsh",1,"Ariidae","Arius felis",295,"Shell Hash","Shell Hash",1,"IV",0.01,0.36900369,0,
"Upper","Fall","Non-Veg ",2,"Ariidae","Arius felis",267,"Shell Hash","Shell Hash",1,"IV",0.005,0.0644745326,0,
"Upper","Fall","Reef",1,"Ariidae","Arius felis",221,"Shell Hash","Shell Hash",1,"IV",0.01,12.5,0,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",224,"Shell Hash","Shell Hash",5,"IV",0.01,2.8901734104,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Shell Hash","Shell Hash",1,"IV",0.002,0.3831417625,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Arius felis",268,"Shell Hash","Shell Hash",3,"IV",0.08,6.25,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Arius felis",275,"Shell Hash","Shell Hash",1,"IV",0.07,7.8651685393,0,
"Upper","Spring","Non-Veg ",2,"Ariidae","Arius felis",234,"Shell Hash","Shell Hash",1,"IV",0.003,1.4778325123,0,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",236,"Shell Hash","Shell Hash",2,"IV",0.07,8.03673938,0,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",282,"Shell Hash","Shell Hash",1,"IV",0.1,14.2857142857,0,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",224,"Shell Hash","Shell Hash",1,"IV",0.001,0.0163639339,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",545,"Shell Hash","Shell Hash",1,"IV",0.1,0.8163265306,0,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",591,"Shell Hash","Shell Hash",1,"IV",0.02,0.0574382539,0,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",242,"Shell Hash","Shell Hash",1,"IV",0.02,3.8461538462,0,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",370,"Shell Hash","Shell Hash",1,"IV",0.05,9.7847358121,0,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",236,"Dendrobranchiata spp.","Shrimp",2,"II",0.2,22.9621125144,2.4975,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",440,"Dendrobranchiata spp.","Shrimp",1,"I",0.1,4.2918454936,2.4975,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",533,"Dendrobranchiata spp.","Shrimp",1,"II",1,27.7777777778,2.4975,
"Lower","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",207,"Dendrobranchiata spp.","Shrimp",1,"II",0.01,50,2.4975,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",430,"Dendrobranchiata spp.","Shrimp carapace",1,"III",3,54.5454545455,2.4975,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",290,"Dendrobranchiata spp.","Shrimp parts",1,"III",0.2,12.1212121212,2.4975,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",400,"Dendrobranchiata spp.","Shrimp parts",1,"III",0.2,71.4285714286,2.4975,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",213,"Dendrobranchiata spp.","Shrimp telson",1,"II",0.1,6.6666666667,2.4975,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Cynoscion nebulosus",254,"Dendrobranchiata spp.","Shrimp torso",1,"III",2.1,100,2.4975,
"Lower","Summer","Reef",1,"Ariidae","Bagre marinus",238,"Spartina alterniflora ","Spartina alterniflora ",1,"IV",0.3,21.2615166549,1,
"Lower","Spring","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",270,"Spartina alterniflora ","Spartina alterniflora ",1,"IV",0.04,14.2857142857,1,
"Lower","Summer","Reef",1,"Sphyrnidae","Sphyrna tiburo",605,"Spartina alterniflora ","Spartina alterniflora ",1,"IV",0.3,1.0016694491,1,
"Lower","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",415,"Cephalopoda spp.","Squid beak",1,"III",0.002,0.0242954325,3.5125,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",232,"Cephalopoda spp.","Squid beak",1,"III",0.03,1.2096774194,3.5125,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",278,"Squilla empusa","Squilla empusa",1,"I",2,54.6448087432,2.59,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",340,"Squilla empusa","Squilla empusa",1,"II",0.9,46.875,2.59,
"Lower","Spring","Non-Veg ",2,"Ariidae","Arius felis",326,"Sygnathus spp.","Sygnathus spp.",1,"II",0.2,17.3913043478,3.213333,
"Lower","Spring","Non-Veg ",2,"Ariidae","Arius felis",380,"Sygnathus spp.","Sygnathus spp.",1,"II",0.1,5.1282051282,3.213333,
"Lower","Spring","Reef",2,"Ariidae","Arius felis",402,"Sygnathus spp.","Sygnathus spp.",2,"III",0.1,9.0909090909,3.213333,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",466,"Sygnathus spp.","Sygnathus spp.",1,"III",0.2,3.5714285714,3.213333,
"Lower","Summer","Reef",2,"Ariidae","Bagre marinus",570,"Sygnathus spp.","Sygnathus spp.",1,"II",0.2,1.0781671159,3.213333,
"Upper","Fall","Reef",1,"Ariidae","Bagre marinus",506,"Sygnathus spp.","Sygnathus spp.",2,"II",0.05,0.8196721311,3.213333,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",457,"Sygnathus spp.","Sygnathus spp.",2,"III",0.4,2.8776978417,3.213333,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",515,"Sygnathus spp.","Sygnathus spp.",2,"I",0.6,14.9253731343,3.213333,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",232,"Sygnathus spp.","Sygnathus spp.",1,"I",0.07,2.8225806452,3.213333,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",460,"Sygnathus spp.","Sygnathus spp.",1,"I",0.1,0.8130081301,3.213333,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",213,"Sygnathus spp.","Sygnathus spp.",1,"I",0.3,20,3.213333,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",273,"Sygnathus spp.","Sygnathus spp.",1,"I",0.7,26.9230769231,3.213333,
"Lower","Summer","Non-Veg ",2,"Carcharhinidae","Carcharhinus limbatus",435,"Synodus foetens ","Synodus foetens ",1,"I",0.1,50,3.9125,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",200,"Terebellidae spp.","Terebellidae ",1,"I",0.1,5.875440658,2.2666,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Cynoscion arenarius",268,"Tozeuma carolinense ","Tozeuma carolinense ",1,"I",0.2,11.7647058824,2.41,
"Upper","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",215,"Appendicularia spp.","Tunicata",1,"I",0.05,50,2.5,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",283,"Uca spp.","Uca spp.",1,"I",0.8,66.5557404326,2.375,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",365,,"Wood",1,"IV",0.3,1.8486566428,0,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Xanthidae spp.","Xanthidae",1,"I",0.05,13.5135135135,2.375,
"Upper","Fall","Reef",1,"Ariidae","Arius felis",252,"Xanthidae spp.","Xanthidae",1,"III",1.2,44.4444444444,2.375,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Xanthidae spp.","Xanthidae",1,"I",0.05,4.3440486533,2.375,
"Upper","Summer","Non-Veg ",2,"Ariidae","Arius felis",231,"Xanthidae spp.","Xanthidae",1,"I",0.02,3.7037037037,2.375,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",203,"Xanthidae spp.","Xanthidae",11,"II",0.3,19.3548387097,2.375,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",370,"Xanthidae spp.","Xanthidae",1,"II",0.001,0.1956947162,2.375,
"Lower","Fall","Marsh",2,"Sciaenidae","Pogonias cromis",306,"Xanthidae spp.","Xanthidae",1,"I",0.08,11.5942028986,2.375,
